Date : 2026-05-25 23:09:33
Directory : /Users/constantine/Documents/work/code/projects/ZhiYu
Total : 638 files,  65654 codes, 14604 comments, 12903 blanks, all 93161 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/RAG/RAGEvaluationService.swift                                               | Swift              |         52 |         18 |         11 |         81 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/RAG/RAGOrchestrator.swift                                                    | Swift              |         51 |         22 |         16 |         89 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/AIViewProvider.swift                                                    | Swift              |         20 |         13 |          4 |         37 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/Coordinator/ChatCoordinator.swift                                  | Swift              |        136 |         38 |         29 |        203 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/Model/AIInsightStore.swift                                         | Swift              |         83 |         22 |         21 |        126 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/Model/AIWorkflowStore.swift                                        | Swift              |        172 |         38 |         38 |        248 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/Service/ChatService.swift                                          | Swift              |         27 |         21 |         10 |         58 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/View/ChatView.swift                                                | Swift              |        274 |         24 |         29 |        327 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/View/ChatWelcomeView.swift                                         | Swift              |         90 |         13 |          9 |        112 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/View/Components/AIPulseIndicator.swift                             | Swift              |        122 |         13 |         14 |        149 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/View/Components/ChatComponents.swift                               | Swift              |        297 |         37 |         35 |        369 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Quiz/View/QuizPresentationModifier.swift                                | Swift              |         34 |         16 |          5 |         55 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Quiz/View/QuizView.swift                                                | Swift              |        234 |         27 |         25 |        286 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/Model/SynthesisStore.swift                                    | Swift              |        258 |         35 |         33 |        326 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/Service/AISynthesisService.swift                              | Swift              |        154 |         36 |         34 |        224 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/View/Components/ExportReportView.swift                        | Swift              |         64 |         16 |         11 |         91 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/View/Components/SynthesisActionButton.swift                   | Swift              |         74 |         13 |         12 |         99 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/View/Components/SynthesisDocRow.swift                         | Swift              |        111 |         16 |         13 |        140 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/View/PromptWorkshopView.swift                                 | Swift              |        108 |         17 |         11 |        136 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/View/SynthesisView.swift                                      | Swift              |        543 |         37 |         47 |        627 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/TaskCenter/Service/TaskCenter.swift                                     | Swift              |        189 |         43 |         31 |        263 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/TaskCenter/View/TaskCenterView.swift                                    | Swift              |        401 |         18 |         38 |        457 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/VoiceNote/View/Components/VoiceNoteComponents.swift                     | Swift              |        146 |         16 |         17 |        179 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/VoiceNote/View/VoiceNoteView.swift                                      | Swift              |        251 |         19 |         31 |        301 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/Coordinator/DashboardCoordinator.swift                   | Swift              |         61 |         22 |         15 |         98 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/Coordinator/PageDetailCoordinator.swift                  | Swift              |         86 |         21 |         15 |        122 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/Coordinator/TagCloudCoordinator.swift                    | Swift              |         86 |         24 |         17 |        127 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/Model/DashboardModels.swift                              | Swift              |         12 |         11 |          3 |         26 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/Service/KnowledgeInsightService.swift                    | Swift              |        112 |         17 |         23 |        152 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/BacklinksView.swift                                 | Swift              |        110 |         12 |         12 |        134 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Components/VaultInsightsPanel.swift                 | Swift              |        103 |         16 |         14 |        133 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Components/WeeklyInsightCard.swift                  | Swift              |        223 |         19 |         18 |        260 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/CreatePageView.swift                                | Swift              |        150 |         12 |         26 |        188 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/KnowledgeDashboardView.swift                        | Swift              |        423 |         31 |         42 |        496 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/KnowledgePageListView.swift                         | Swift              |        387 |         26 |         41 |        454 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/PageDetailView.swift                                | Swift              |        271 |         12 |         22 |        305 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Subviews/PageDetailAISection.swift                  | Swift              |         61 |         11 |          6 |         78 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Subviews/PageDetailContentSection.swift             | Swift              |         38 |         11 |          4 |         53 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Subviews/PageDetailHeader.swift                     | Swift              |        214 |         35 |         22 |        271 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Subviews/PageDetailMetadataSection.swift            | Swift              |        117 |         11 |         12 |        140 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Subviews/PageHistoryView.swift                      | Swift              |        124 |         11 |          9 |        144 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Subviews/RelatedPageDropDelegate.swift              | Swift              |         28 |         16 |          7 |         51 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/TagCloudView.swift                                  | Swift              |        345 |         38 |         36 |        419 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/InsightViewProvider.swift                                          | Swift              |         18 |         12 |          4 |         34 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Lint/Model/LintIssue.swift                                         | Swift              |         68 |         12 |         10 |         90 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Lint/Service/LintService.swift                                     | Swift              |        157 |         28 |         24 |        209 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Lint/View/LintView.swift                                           | Swift              |        532 |         32 |         67 |        631 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Log/View/LogView.swift                                             | Swift              |        299 |         22 |         30 |        351 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/MedalWall/Service/MedalService.swift                               | Swift              |         93 |         17 |         18 |        128 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/MedalWall/View/Components/MedalComponents.swift                    | Swift              |        126 |         13 |         16 |        155 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/MedalWall/View/MedalWallView.swift                                 | Swift              |         67 |         15 |         11 |         93 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/Model/GraphModels.swift                                    | Swift              |         17 |         12 |          3 |         32 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/Service/GraphClusteringService.swift                       | Swift              |         67 |         18 |         13 |         98 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/Service/GraphDataProvider.swift                            | Swift              |         10 |         13 |          4 |         27 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/Service/GraphInsightDetection.swift                        | Swift              |         74 |         25 |         18 |        117 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/Components/Graph3DComponents.swift                    | Swift              |        403 |         87 |         60 |        550 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/Components/GraphCanvasView.swift                      | Swift              |         97 |         15 |         14 |        126 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/Components/GraphComponents.swift                      | Swift              |        477 |         60 |         56 |        593 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/Components/GraphEmptyStateView.swift                  | Swift              |         30 |         11 |          5 |         46 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/Components/GraphFilterPillsView.swift                 | Swift              |         17 |         11 |          3 |         31 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/Components/GraphLOD.swift                             | Swift              |         13 |         12 |          3 |         28 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/Graph3DView.swift                                     | Swift              |        471 |         19 |         56 |        546 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/GraphView.swift                                       | Swift              |        289 |         25 |         19 |        333 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/View/VisionProSpatialView.swift                            | Swift              |         86 |         12 |         14 |        112 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Graph/ViewModel/GraphViewModel.swift                             | Swift              |         76 |         22 |         14 |        112 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/Coordinator/IngestCoordinator.swift                       | Swift              |        124 |         20 |         15 |        159 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/Model/IngestStore.swift                                   | Swift              |        181 |         47 |         42 |        270 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/Service/IngestQueue.swift                                 | Swift              |         56 |         17 |         15 |         88 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/Service/IngestService.swift                               | Swift              |        181 |         58 |         30 |        269 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/ActivityRow.swift                                    | Swift              |         37 |         10 |          2 |         49 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/Components/IngestViewComponents.swift                | Swift              |        556 |         50 |         55 |        661 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/Components/OCRScanComponents.swift                   | Swift              |        247 |         30 |         30 |        307 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/Components/PDFComponents.swift                       | Swift              |        281 |         35 |         27 |        343 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/IngestView.swift                                     | Swift              |        196 |         13 |         11 |        220 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/OCRScanView.swift                                    | Swift              |        160 |         15 |         15 |        190 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/PDFReaderView.swift                                  | Swift              |        324 |         18 |         37 |        379 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Ingest/View/SourceCardView.swift                                 | Swift              |         23 |         10 |          2 |         35 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/KnowledgeViewProvider.swift                                      | Swift              |         26 |         12 |          4 |         42 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/Model/NotebookThemeConfig.swift                      | Swift              |         15 |         23 |          3 |         41 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/Model/NotebookThemeFactory.swift                     | Swift              |         39 |         20 |          6 |         65 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/View/Components/CreateNotebookButton.swift           | Swift              |         70 |         13 |         14 |         97 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/View/Components/NotebookCard.swift                   | Swift              |         71 |         27 |         14 |        112 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/View/Components/NotebookCoverView.swift              | Swift              |         75 |         30 |          9 |        114 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/View/Components/NotebookFormSheet.swift              | Swift              |        127 |         15 |         14 |        156 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/View/Components/NotebookListRow.swift                | Swift              |         80 |         26 |         15 |        121 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/View/NotebookHubView.swift                           | Swift              |        173 |         20 |         24 |        217 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/View/NotebookThemeBackgroundView.swift               | Swift              |         52 |         19 |          8 |         79 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/NotebookHub/ViewModel/NotebookHubViewModel.swift                 | Swift              |        125 |         49 |         38 |        212 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Search/Model/SearchDiagnosticInfo.swift                          | Swift              |         31 |         11 |          5 |         47 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Search/Model/SearchStore.swift                                   | Swift              |         62 |         14 |         14 |         90 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Search/View/CommandPaletteView.swift                             | Swift              |         87 |         16 |         10 |        113 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Search/View/SearchView.swift                                     | Swift              |        429 |         30 |         46 |        505 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/SourceView/View/Components/SourceRow.swift                       | Swift              |         49 |         10 |          8 |         67 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/SourceView/View/SourceView.swift                                 | Swift              |         60 |         11 |          8 |         79 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/System/Model/KnowledgeStore.swift                                | Swift              |        169 |         53 |         43 |        265 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/System/Model/MediaStore.swift                                    | Swift              |         41 |         36 |         12 |         89 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/System/Model/TagStore.swift                                      | Swift              |         42 |         20 |         12 |         74 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Vault/Model/Vault.swift                                          | Swift              |         37 |         12 |          4 |         53 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Knowledge/Vault/Service/VaultService.swift                                 | Swift              |        193 |        103 |         30 |        326 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Auth/Models/AuthSession.swift                                       | Swift              |         28 |         23 |         11 |         62 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Auth/Models/User.swift                                              | Swift              |         13 |         16 |          3 |         32 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Auth/Service/AuthService.swift                                      | Swift              |        126 |         57 |         39 |        222 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Auth/Strategy/AppleAuthStrategy.swift                               | Swift              |         66 |         27 |         22 |        115 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Auth/View/AuthView.swift                                            | Swift              |        310 |         23 |         45 |        378 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Collaboration/Model/CollaborationModels.swift                       | Swift              |         51 |         14 |         10 |         75 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Collaboration/Service/CollaborationService.swift                    | Swift              |        212 |         58 |         36 |        306 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Collaboration/View/CollaborationView.swift                          | Swift              |        300 |         25 |         29 |        354 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Collaboration/View/Components/CollaborationComponents.swift         | Swift              |        117 |         30 |         17 |        164 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/Coordinator/SystemStatsCoordinator.swift                   | Swift              |        165 |         24 |         27 |        216 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/Model/SettingsStore.swift                                  | Swift              |         73 |         17 |         12 |        102 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/Model/SystemStatsModels.swift                              | Swift              |         36 |         13 |          7 |         56 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/BackupView.swift                                      | Swift              |        163 |         17 |         16 |        196 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/Components/OnDeviceComponents.swift                   | Swift              |        263 |         36 |         37 |        336 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/Components/PerformanceDashboardView.swift             | Swift              |        146 |         22 |         15 |        183 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/Components/PluginSettingsGenerator.swift              | Swift              |         87 |         15 |          9 |        111 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/Components/PluginStatsSection.swift                   | Swift              |         67 |         12 |         13 |         92 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/Components/SettingsComponents.swift                   | Swift              |        107 |         24 |         16 |        147 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/Components/iCloudSyncComponents.swift                 | Swift              |        117 |         29 |         22 |        168 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/ConflictDiffView.swift                                | Swift              |        259 |         57 |         45 |        361 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/DeveloperSettingsView.swift                           | Swift              |        268 |         21 |         29 |        318 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/LLMSettingsView.swift                                 | Swift              |        291 |         18 |         16 |        325 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/OnDeviceLLMSettingsView.swift                         | Swift              |        316 |         39 |         39 |        394 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/PluginCenterView.swift                                | Swift              |        194 |         21 |         22 |        237 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/PluginDetailView.swift                                | Swift              |        237 |         15 |         41 |        293 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/SettingsView.swift                                    | Swift              |        310 |         26 |         35 |        371 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/SystemStatsView.swift                                 | Swift              |        536 |         31 |         62 |        629 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/Settings/View/iCloudSyncView.swift                                  | Swift              |        126 |         16 |          8 |        150 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/System/SystemViewProvider.swift                                            | Swift              |         20 |         12 |          4 |         36 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/AIAnalyticsService.swift                                         | Swift              |         27 |         15 |         10 |         52 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/ChatLLMService.swift                                             | Swift              |         83 |         40 |         20 |        143 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/ChatRunner.swift                                                 | Swift              |         95 |         34 |         35 |        164 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/IngestLLMService.swift                                           | Swift              |         38 |         44 |          9 |         91 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/IngestProcessor.swift                                            | Swift              |         36 |         22 |         18 |         76 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMAdapters.swift                                                | Swift              |         62 |         27 |         10 |         99 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMChatService.swift                                             | Swift              |         64 |         21 |         18 |        103 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMClient.swift                                                  | Swift              |        127 |         43 |         40 |        210 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMConfigManager.swift                                           | Swift              |         56 |         18 |         10 |         84 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMContextBuilder.swift                                          | Swift              |        181 |         51 |         42 |        274 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMIngestService.swift                                           | Swift              |         35 |         15 |          6 |         56 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMModels.swift                                                  | Swift              |        209 |         41 |         33 |        283 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMProtocols.swift                                               | Swift              |         12 |         15 |          5 |         32 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMProviders.json                                                | JSON               |         58 |          0 |          1 |         59 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMRefactorService.swift                                         | Swift              |         64 |         20 |         23 |        107 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMRetrievalService.swift                                        | Swift              |        111 |         24 |         25 |        160 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/LLMService.swift                                                 | Swift              |        100 |         86 |         38 |        224 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/OnDeviceLLMService.swift                                         | Swift              |        286 |         77 |         72 |        435 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/PromptService.swift                                              | Swift              |        101 |         24 |         28 |        153 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/QueryReranker.swift                                              | Swift              |         38 |         22 |         18 |         78 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/LLM/RerankService.swift                                              | Swift              |         24 |         24 |          8 |         56 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Models/GovernanceModels.swift                                        | Swift              |        130 |         16 |         16 |        162 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Models/PDFModels.swift                                               | Swift              |         53 |         16 |          7 |         76 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Models/SpeechModels.swift                                            | Swift              |         29 |         14 |          5 |         48 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Performance/PerformanceBenchmarker.swift                             | Swift              |         43 |         15 |         12 |         70 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Plugins/JavaScriptPlugin.swift                                       | Swift              |        246 |         31 |         43 |        320 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Plugins/PluginEnginePool.swift                                       | Swift              |         51 |         28 |         18 |         97 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Plugins/PluginMarketService.swift                                    | Swift              |        105 |         21 |         26 |        152 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Plugins/PluginProtocols.swift                                        | Swift              |        107 |         53 |         37 |        197 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Plugins/PluginRegistry.swift                                         | Swift              |        286 |         98 |         70 |        454 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Plugins/PluginSandboxGateway.swift                                   | Swift              |         58 |         30 |         13 |        101 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Document/DocumentProcessor.swift                          | Swift              |        105 |         39 |         23 |        167 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Document/DocxProcessor.swift                              | Swift              |         45 |         20 |          7 |         72 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Document/ExcelProcessor.swift                             | Swift              |         46 |         20 |          7 |         73 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Document/MarkdownProcessor.swift                          | Swift              |        351 |        182 |         95 |        628 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Document/PPTXProcessor.swift                              | Swift              |        146 |         21 |         22 |        189 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Document/TextChunkerProcessor.swift                       | Swift              |        117 |         28 |         23 |        168 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Document/XlsxStringsProcessor.swift                       | Swift              |         33 |         20 |          7 |         60 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Graph/GraphCommunityProcessor.swift                       | Swift              |        234 |         29 |         40 |        303 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Graph/GraphLayoutProcessor.swift                          | Swift              |        233 |         36 |         43 |        312 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Network/WebScraperProcessor.swift                         | Swift              |         76 |         14 |         14 |        104 |
| /Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Infrastructure/Processors/Synthesis/QuizProcessor.swift                             | Swift              |         66 |         14 |         11 |         91 |
