"filename", "language", "C++", "Swift", "JSON", "XML", "Markdown", "YAML", "Python", "Shell Script", "Ruby", "comment", "blank", "total"
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Services/DeviceHardwareGuard.swift", "Swift", 0, 33, 0, 0, 0, 0, 0, 0, 0, 26, 14, 73
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Services/PromptTemplateEngine.swift", "Swift", 0, 54, 0, 0, 0, 0, 0, 0, 0, 39, 19, 112
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Chat/View/ChatView.swift", "Swift", 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/Synthesis/View/PromptWorkshopView.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/TaskCenter/View/TaskCenterView.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/AI/VoiceNote/View/Components/VoiceNoteComponents.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/Service/KnowledgeInsightService.swift", "Swift", 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/BacklinksView.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Components/WeeklyInsightCard.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/CreatePageView.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/KnowledgeDashboardView.swift", "Swift", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/KnowledgePageListView.swift", "Swift", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Dashboard/View/Subviews/PageHistoryView.swift", "Swift", 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Lint/Model/LintIssue.swift", "Swift", 0, -68, 0, 0, 0, 0, 0, 0, 0, -12, -10, -90
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/Log/View/LogView.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Features/Insight/MedalWall/View/MedalWallView.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
